,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,id,title,genre
10,10.84101,8.769509,11.304384,11.273679,10.782812,11.69242,10.259487,8.388394,7.619042,9.455039,9.267069,9.223182,10.393474,6.547116,6.050207,5.568756,6.551555,5.406207,5.452914,4.786313,4.576361,5.314869,10.499237,4.696793,4.983383,3.803046,3.915448,3.945619,3.761799,3.217751,2.995596,3.111454,3.779997,3.829288,3.703506,3.841448,3.009289,2.792536,2.775388,3.457171,2.675493,3.157052,2.933628,2.979202,3.047497,5.660256,2.799718,2.92311,2.726912,2.636822,2.289615,2.550417,2.320243,2.702136,2.436221,2.379038,2.832766,2.703529,2.60972,2.289486,TRBAIHN128F427D480,b'Laser Show (LP Version)',Pop_Rock
11,9.222982,6.64446,5.493738,3.842856,3.203726,2.727681,2.259922,1.9922,2.07534,2.096618,1.741908,1.850008,4.479933,2.800671,2.240165,2.143213,2.180127,1.626856,1.661593,2.524502,1.683614,1.606707,2.187852,1.711203,1.968153,2.454351,2.786789,1.543621,1.21043,1.780047,1.350977,1.243252,2.090387,1.378514,1.273726,1.505936,1.428822,1.486895,1.568794,2.467963,1.228858,1.043424,1.178765,0.967018,1.148208,1.409775,1.320652,0.986492,1.225354,1.681426,1.821277,2.512575,10.913517,3.031623,2.043024,1.605762,1.378856,1.045945,1.175245,1.258306,TRBDGOX128F428E2B9,"b""36 Grad (Paul van Dyk's Vandit Clubmix)""",Pop_Rock
12,8.494015,8.652819,8.233371,6.698148,7.278383,7.640232,6.98137,6.100687,5.938228,4.871861,5.199447,5.507128,3.751771,4.699518,3.504358,3.222734,3.753584,4.321235,3.748975,3.255788,3.477504,9.894362,3.240565,3.798411,2.704323,2.515678,2.753446,2.579321,2.423867,2.451594,2.327457,1.83648,2.67706,1.933218,1.932385,1.843014,1.925188,1.775174,1.794159,1.485863,1.886588,1.57647,3.09588,2.580197,1.995327,1.591926,2.122458,1.782333,1.65189,1.337528,1.37011,1.205916,1.365173,1.571339,1.488344,1.359885,1.098216,1.277098,1.281035,1.150089,TRAZSWV12903CB7370,b'Linda Lou',Country
13,6.699265,4.948327,6.007349,4.688996,4.691989,4.592599,4.231489,4.826224,7.45711,4.65268,4.028674,3.774576,3.442069,5.16353,3.769644,3.742221,3.522732,6.782189,3.690099,2.947658,3.713376,2.77906,2.767023,2.496399,2.731889,2.900491,4.385291,3.002865,2.503432,2.342084,2.722893,2.584073,2.810342,2.860071,3.126604,8.916243,2.989798,2.514718,2.631456,2.104436,2.19478,2.327796,1.980889,1.748838,3.120993,2.160753,2.055821,1.874285,2.247952,2.269235,1.998392,2.106999,2.10388,2.512426,2.414198,1.886794,1.72523,1.81045,1.616111,1.683997,TRANLQA128F930F8F8,b'The Last Stand',Pop_Rock
14,17.12446,9.649193,7.909809,9.122406,7.503615,5.937322,6.681461,8.453202,5.937319,3.186511,4.061283,4.231462,3.93463,4.966521,4.549523,5.315606,3.940929,2.853584,2.27666,2.36778,2.010706,1.658479,2.130045,1.477864,1.879156,1.376068,1.543182,1.563074,1.491303,1.850119,2.01144,1.564748,1.25168,1.697528,1.482145,1.725299,1.468194,1.323704,1.197614,1.092004,1.158112,1.31704,1.034961,0.959428,0.831326,0.807685,0.96664,0.918368,0.837854,0.793815,0.945022,0.820452,0.694877,0.639326,0.694153,0.786135,0.844736,0.681252,0.651455,0.79387,TRAODEJ12903CC4C53,"b""It's Bad For Me (Album Version)""",Folk
15,14.128083,11.954847,9.773426,8.371254,6.557902,9.264606,6.385657,5.730339,7.385748,5.659131,4.149111,5.526725,3.923553,3.957089,3.812842,2.803829,3.031674,6.376868,3.42948,2.871101,2.529582,2.715234,2.577101,2.236479,2.3993,2.853084,2.415763,2.412843,2.235342,2.292199,1.959791,2.024502,1.847232,1.73626,2.320241,2.105939,1.711454,1.773081,1.605555,1.636118,1.349399,1.916725,1.375315,1.439164,1.252065,1.344396,1.436719,1.249676,1.607867,1.52641,1.619996,1.21493,0.949827,1.311279,1.240368,1.358077,1.166346,1.245297,1.126038,1.011606,TRAAJAC128F148B530,b'Christlike Roche',Folk
16,6.121502,2.597899,2.136404,1.901221,1.58724,1.71281,1.372941,1.284683,1.046212,1.302175,1.372566,1.150877,1.267105,1.47908,1.25866,1.102706,1.266274,1.064451,1.268334,1.027838,0.877934,0.99645,1.092205,0.865547,0.880048,0.975305,1.274006,0.954085,0.768353,0.828386,0.952368,0.692918,0.780123,0.743494,0.763892,0.776651,0.941242,0.924942,1.036763,0.811374,0.773235,0.875765,0.667104,0.606906,0.743249,0.787496,0.685633,0.642961,0.600477,0.719645,0.700838,0.633446,0.972651,0.830808,0.748704,0.699283,0.646867,0.624132,0.74419,0.878309,TRACCVS12903D014F8,b'Ad Te Clamamus Exsvles Mortva Liberi',Pop_Rock
17,16.383137,13.082473,10.102085,10.812854,12.026018,9.332721,7.788396,8.299094,9.412269,9.596236,6.540324,6.497216,6.069585,7.156152,6.279253,6.49531,9.07862,8.140865,8.753679,6.110595,7.287472,5.898299,5.832371,4.813374,5.062036,4.10231,4.590951,4.991832,4.676316,4.768189,4.06465,4.153523,3.704068,4.156017,3.686225,4.769156,6.42921,5.466475,4.330084,3.508806,3.790785,4.170215,4.445322,3.343279,2.849384,3.751302,3.271353,3.414481,3.101218,3.390386,3.218464,3.19134,3.319164,3.301692,3.267148,3.645219,4.058544,3.085446,2.903099,2.597876,TRABHVL128F92EFB0E,b'Suffocating Under Words Of Sorrow (What Can I Do)',Pop_Rock
18,9.374492,6.485928,9.17254,9.495021,6.078594,5.116778,6.727732,4.330581,4.062135,5.016521,3.401507,3.52055,3.843224,4.46676,3.31359,3.458552,3.36252,3.037363,3.173551,3.027831,2.94797,2.790077,2.615993,3.013484,2.420991,3.369696,4.66307,3.091277,3.119406,3.576249,3.199668,2.463244,2.459481,2.458918,2.393725,2.211213,2.09881,2.226714,2.151909,2.386547,2.342793,2.515264,2.316047,2.533709,2.364558,2.027445,2.374847,2.015527,2.274845,2.731963,2.077223,2.800988,2.963992,2.750707,2.848628,2.596109,3.033207,2.490298,2.715979,2.299342,TRAQJOE128F92F1D58,b'Crystal Clear',Pop_Rock
19,9.444978,10.771326,10.546452,13.479281,7.47577,6.87478,17.546252,8.992788,8.917767,5.981466,7.558767,7.044731,6.656886,10.585255,10.046548,5.545673,4.398452,6.366391,3.679471,4.910361,4.183027,4.644921,3.622865,4.603485,3.51272,3.775545,4.425809,3.688873,12.376843,3.289891,3.291405,3.652768,3.288458,3.483179,3.555623,3.336608,3.290597,2.859624,2.565767,3.215902,2.60352,2.904793,3.068809,3.31478,3.007965,2.568355,3.610739,1.945465,2.707724,1.991638,3.045233,2.454663,2.188164,2.631936,2.508751,2.514094,2.132798,6.182148,2.190301,1.893613,TRBBMQN128EF35F995,b'Through With You',Pop_Rock
20,7.508742,9.331161,7.296019,15.134761,12.922945,6.619632,7.840714,9.04989,13.06683,6.426099,5.768338,6.255219,15.599332,5.680584,5.337008,6.306959,15.93154,11.162138,6.058754,5.426799,4.571512,10.182254,4.234041,5.40844,3.546364,10.108419,4.130904,4.102243,4.353638,6.165312,5.841194,3.608102,3.997622,4.79903,12.053497,3.174054,3.85303,3.270282,7.055031,3.042984,3.034977,3.590713,5.52993,5.258765,2.397616,2.175929,2.99446,4.57065,2.727107,2.514967,2.319535,9.116439,3.700802,2.632403,2.729473,2.84928,3.558759,2.389781,2.462382,2.279546,TRAGVAO128F4289B5D,b'Up North Trip',Rap
21,13.24237,11.836055,7.963908,7.689465,6.580976,7.671947,5.505089,6.692113,5.480763,5.364547,5.27644,4.727446,4.764878,5.463657,4.759308,4.683833,9.522884,4.01159,4.429008,3.318308,3.677034,3.01646,2.844975,3.03523,3.36761,3.372825,2.807298,2.9663,3.440443,2.517623,2.597949,2.839231,6.408164,9.245583,2.90941,2.501976,2.526534,2.52862,2.426373,2.05544,2.076903,2.487732,2.83508,2.069942,2.581929,2.105208,2.364611,2.673932,2.290527,2.378444,3.506922,2.555619,2.631746,2.35588,2.702665,2.184504,2.30064,2.357564,2.444065,2.15228,TRAYUKR128F9344BB4,b'Ulan Bator Girls',Pop_Rock
22,9.482076,10.744783,9.437834,7.045905,7.639956,10.410299,8.210702,6.01696,6.969929,6.001305,9.213665,6.210978,5.667195,5.048436,5.132124,4.785444,3.808285,3.810437,4.417056,3.965552,4.905115,4.640386,3.697717,3.42812,3.094699,2.458509,2.741275,2.646134,2.606106,2.363993,2.282806,3.736445,2.262722,2.469088,1.752554,1.742412,1.855836,2.015297,1.764522,1.775336,1.791177,1.647767,2.675394,1.45751,1.695479,1.438838,1.732417,1.379646,1.407686,1.569866,1.200181,1.400477,1.730906,1.626895,1.126488,1.275534,1.170367,1.16608,1.33922,0.982685,TRAOJPT128F423F63E,b'Castle Of My Dreams',Country
23,12.010161,7.397,7.328426,5.140519,5.338067,3.904587,3.220313,3.854921,2.628312,3.290151,2.721563,2.663654,3.437701,2.073707,2.672225,2.267588,1.748069,2.232173,1.988751,3.435497,2.190995,1.768876,1.741821,1.367178,1.792648,1.753021,1.60409,2.181392,1.319446,1.347334,1.223799,1.30386,1.275073,1.238383,1.240495,1.285903,1.235911,1.136741,1.211149,1.738472,1.525842,1.260721,1.111322,1.065968,0.960314,1.020818,1.058802,1.06327,1.189802,0.928295,0.912592,0.919191,1.14286,0.89208,0.961129,0.944051,1.004614,1.043005,0.829473,0.950504,TRAAMES128F42AF068,b'Inside Job',Pop_Rock
24,16.90774,11.45368,9.960632,6.235986,6.38598,6.671946,5.42715,4.410363,4.032201,4.892031,4.237793,5.875712,4.316093,2.90777,3.044642,3.192025,2.93233,3.234193,3.580153,3.216886,2.960715,3.111285,2.663847,4.733269,3.041433,2.982943,2.359799,3.08513,2.54271,2.492369,2.726773,2.102718,2.342557,2.441505,2.081273,2.569598,2.460415,1.990319,1.952912,1.795813,1.863329,2.492846,2.071727,1.945501,2.521908,2.511334,1.895402,3.292792,2.762979,1.965431,2.020965,1.717686,1.828567,2.131153,1.920353,1.78456,1.692378,1.53677,1.50063,1.532066,TRAFWGD128F422F352,b'Geek USA (Album Version)',Pop_Rock
25,12.20926,8.398461,6.518011,5.37746,3.861096,5.001232,5.006244,6.203084,4.914063,5.069291,3.453116,4.231797,3.489831,3.341051,3.320599,3.468514,3.87023,4.642162,5.373246,3.128999,2.88735,2.888917,2.622893,2.642863,2.840437,2.864557,2.315451,3.856446,2.826561,2.593018,2.271983,2.110694,2.246112,2.263639,3.110809,3.25962,3.916145,5.582649,2.81724,2.448748,2.562671,2.299163,1.944416,2.039779,1.88554,2.079533,2.366122,1.879365,1.848616,2.112066,1.651034,2.119917,1.603396,1.612967,1.884051,2.172837,1.950257,1.80613,1.841074,1.690755,TRAKYNP128F427FB32,b'The Name Is...',Pop_Rock
26,7.020616,6.660319,4.640144,3.818391,3.72969,2.883579,3.493285,3.37169,2.433398,3.116951,3.259583,2.457412,2.13343,2.108582,1.848333,1.922617,1.864517,1.555159,1.763027,1.822571,1.672107,4.202314,1.603458,1.507458,1.650539,1.556332,1.423762,1.265483,1.423936,1.235851,1.138096,1.323763,1.486879,1.270552,1.049166,1.14052,0.915476,1.125318,0.881807,0.853962,1.00732,1.051286,0.852837,1.999001,0.911516,0.993567,1.022317,0.904875,0.788735,0.752037,0.832346,0.854666,0.685537,0.83334,0.776891,0.78804,0.712423,0.752034,0.758097,0.803586,TRAMFQM128F4276295,b'2.000 Kilometros',Latin
27,9.452746,5.919428,4.51684,3.406996,3.788594,3.722796,2.85802,2.152215,2.2989,2.715664,2.219648,2.454251,7.956613,2.048467,1.906691,1.928696,1.45892,1.60662,2.149429,2.9853,1.440497,1.798848,2.723705,1.89338,2.894432,13.477506,3.32139,1.754969,1.907822,1.753411,1.207034,1.607937,2.132856,1.401691,1.569749,1.828681,1.189636,1.492864,4.410049,2.167298,1.604179,1.129615,1.311114,1.276339,1.490947,1.463878,1.195663,1.276707,1.55676,1.294317,2.298954,7.848483,4.743875,2.051771,1.586269,1.249798,1.256396,1.174319,1.128352,1.147564,TRBAAJQ128F4273A42,b'Go On',Jazz
28,16.185972,9.256696,8.745429,8.067282,7.929951,8.102545,10.323205,5.698899,6.488492,4.997241,5.929852,4.322131,4.510162,5.223245,6.470579,4.435233,3.642012,3.720306,3.026907,2.861744,3.64289,5.765741,3.153318,3.441599,2.619774,3.345126,3.402205,4.339393,12.17107,6.42843,3.35079,2.670717,2.725797,2.209779,2.438753,2.911276,3.377683,2.174987,2.437483,1.741653,1.944495,2.593181,1.741611,4.339035,1.879774,2.090336,1.874583,1.784729,1.895804,1.928295,4.218235,2.596801,1.917891,1.812681,1.941001,1.856723,1.944113,3.664809,6.747247,2.772623,TRAFOZW128F92F1594,b'Come Dance With Me',Vocal
29,5.816071,4.384873,2.728594,2.391712,2.08587,1.952197,1.800038,1.566329,1.7957,1.385331,1.330527,1.797101,1.571624,1.502664,1.465909,1.258369,1.055158,1.579561,1.209483,1.215766,1.525919,1.116508,1.114675,1.234534,1.024537,1.049351,1.284313,0.85237,0.906483,0.943162,0.911082,0.823236,1.099776,1.136022,0.992663,1.294471,0.79849,0.873311,1.024085,0.877263,0.923164,0.965814,0.807895,0.934325,0.921378,0.792486,0.987628,0.911333,0.765074,0.711898,0.76485,0.786118,0.730961,0.873822,0.739182,0.687596,0.792273,0.763951,0.77276,0.876322,TRAPMIV128F422F1D3,b'Blood Children (an Introduction) (Album Version)',Pop_Rock
30,15.510906,12.552272,8.69591,7.430094,9.206749,7.671291,7.531375,7.848411,5.218024,6.867177,5.556556,5.735607,8.034991,5.151773,7.040878,6.352454,4.184153,4.73237,4.80069,4.092909,7.545999,4.268172,4.508497,3.878495,4.035417,4.219597,3.617648,4.079343,4.324428,2.387355,4.614805,3.128859,2.513757,3.163331,2.499927,2.960189,2.451008,3.071402,2.606574,2.444764,4.527802,6.93449,3.111488,2.603113,2.453995,2.309302,3.068702,2.342972,2.36766,2.326188,2.165662,2.264524,2.045542,1.922571,2.452869,1.969814,2.439091,2.021362,2.124368,1.953352,TRBAMXF128F1470AD6,b'Hard To Concentrate (Album Version)',Pop_Rock
31,17.92314,15.4096,15.756737,10.206253,11.337608,8.4874,8.048165,8.011315,6.114001,9.122371,6.459386,5.591591,4.997283,5.259248,5.657913,6.130273,5.235674,4.213585,9.551969,4.74104,4.514594,4.088498,3.999662,4.149069,3.849997,2.328294,3.445463,3.116484,3.145666,3.066923,2.889488,2.774681,3.225428,2.529462,2.398491,2.74648,2.827012,3.67034,3.196808,2.195618,2.398964,2.482686,2.443381,2.220433,2.575551,1.97708,2.472655,2.074176,2.079625,2.003798,1.608726,2.100393,2.027704,1.508637,1.777356,1.694655,1.966827,2.404439,2.077339,1.751931,TRAXGVY128F933E9C9,b'Feeling Blue',Pop_Rock
32,14.314841,6.588774,7.640578,6.146982,5.007086,5.344706,5.085829,4.301082,4.119068,3.320741,3.747682,4.691668,2.992331,2.560536,2.867719,2.731824,2.755018,3.604258,3.263105,2.496957,2.7626,3.065779,3.215141,2.031554,2.301673,2.137755,2.168586,2.255741,1.899724,1.635681,1.690383,2.165998,1.820632,1.968702,1.646075,2.289931,2.034443,1.662454,2.285263,2.11294,1.288443,1.503776,1.816957,1.232841,1.154619,1.047479,1.291661,1.163419,1.143632,1.180678,1.339129,1.124093,1.293143,1.197121,1.436034,1.232517,1.174976,1.089455,0.999623,1.130643,TRAIAQY128F4291ECC,"b""Love Ain't A Play Thing""",Blues
33,11.435356,8.76047,8.211878,9.768767,5.453757,8.247603,7.539529,4.515732,4.640937,5.394589,3.805702,4.941033,9.637392,4.30863,3.733407,3.971181,3.321338,3.419964,4.004524,3.455495,3.487769,3.191392,3.178884,3.003622,3.331953,9.15133,3.278183,2.76458,2.463662,2.481433,1.975142,3.165522,2.695507,2.168264,2.032471,2.428206,1.95608,2.072871,3.789697,1.884956,1.963383,1.997008,2.054427,1.768751,2.533508,2.149393,1.619834,1.474844,1.767593,1.547033,1.900524,5.068386,2.246274,1.389309,1.52552,1.417748,1.362881,1.962845,1.35913,1.317939,TRAFKBW128F428C4E6,b'Kleine Killer',Electronic
34,8.371897,6.332401,6.705936,4.610941,4.902584,5.209266,3.930473,3.520515,3.125903,3.498876,4.246817,3.593115,3.14248,3.190982,2.930299,3.073412,3.834008,2.543304,2.463579,2.316058,3.034519,3.25004,2.653662,2.250047,2.412444,2.429445,2.222852,2.368337,2.434613,2.331207,2.503827,2.22691,2.896897,2.481849,2.435752,2.303991,2.361001,2.025805,2.244199,2.405335,2.284587,1.789906,1.943952,1.722487,1.945529,1.816852,1.957982,1.709277,1.781571,2.109291,2.186408,1.841774,1.734164,1.913792,1.904694,2.233349,1.684904,1.486962,1.702987,1.845186,TRAVCNA128F930975C,b'On Misty Pathways',Pop_Rock
35,8.311614,6.145495,5.46214,4.234474,5.041183,4.761836,3.471768,3.957228,4.065262,3.654047,3.35144,3.444963,4.095392,3.381221,3.345985,2.993127,3.206971,2.513436,3.477409,2.615706,2.627266,3.119592,2.671351,3.273251,4.463725,2.779191,2.686736,2.820016,2.217539,2.012198,2.383498,2.362813,2.63936,2.305486,2.566907,2.323277,2.290813,2.607649,2.179944,2.337592,2.33007,2.133545,2.003226,2.098026,2.48044,2.17156,2.341016,2.314185,2.193205,2.6534,5.643279,2.332184,2.249166,2.176846,1.776444,1.790637,1.843883,1.935974,1.872036,1.749015,TRAGCXQ128F426BDD9,b'Wake The Sleeper',Pop_Rock
36,9.782178,10.321591,9.574295,9.706855,7.745725,6.601318,7.274481,5.654037,7.805222,6.038622,6.661195,4.985687,8.087892,5.975443,5.062096,6.676594,5.001136,5.816137,4.990634,4.549339,3.73157,5.356849,4.044861,3.648451,3.86228,3.275767,4.275202,3.122522,4.132993,3.19248,3.020005,3.409876,2.985531,3.669329,3.450262,8.284128,3.925104,2.901941,3.759684,4.0341,3.052048,3.560134,3.03382,2.56001,2.025098,2.490372,2.30938,2.380654,2.441244,1.988064,2.652935,2.983509,2.455106,3.503865,2.040056,2.090612,1.933655,2.611364,2.094584,1.710336,TRAHBNZ128F92FC2A7,b'Uptown',Rap
37,6.670409,5.854223,4.051105,3.810495,3.759726,2.642121,4.667211,3.083308,3.094298,3.049088,3.481428,2.911706,2.286516,7.275546,2.482924,2.591765,3.433554,4.17097,2.583673,1.773268,3.091395,1.686239,1.606084,1.702216,2.626049,1.464806,1.815963,6.530326,3.588182,1.748394,1.662819,2.632376,1.352203,1.324872,2.832359,1.939502,1.629325,1.239305,2.068513,1.015349,1.370092,2.080959,2.059516,1.15165,0.913938,1.971523,0.923256,1.045688,1.127243,1.503127,1.049963,1.146808,1.856432,1.269585,1.50381,3.801159,6.419182,1.593541,1.288785,2.3769,TRAGEHE128F423E5A1,b'Are We Here ?',Electronic
38,8.190298,6.890913,5.201848,4.903276,4.569919,4.571594,3.974401,3.599831,3.23282,3.169949,2.931407,3.12184,2.632846,2.647622,2.731128,3.201243,2.78659,2.883291,2.564531,2.700614,2.038252,2.325464,2.055092,1.872245,2.232488,2.072917,1.97183,1.621493,1.677872,2.11912,1.847248,1.575889,1.607185,1.524913,1.871543,1.627238,2.008637,1.671051,1.736202,1.878374,1.858971,1.773037,1.526824,1.857558,1.729656,1.606873,1.492399,1.506593,1.315345,1.646341,1.227512,1.582992,1.25306,1.586758,1.562478,1.333581,1.499216,1.294346,1.524777,1.288304,TRAIEYB128F4212FFE,b'Introduction',Folk
39,10.760045,5.764978,6.257063,5.548811,5.464083,4.134962,4.749916,5.289533,5.71993,4.640582,4.95208,4.987909,4.077007,4.849598,4.084603,4.34119,4.875634,7.074259,2.982016,3.63762,3.337255,3.300117,2.756228,3.636374,3.392688,3.846068,5.467426,2.377056,2.630865,2.655376,2.883223,2.514127,2.887868,2.657625,3.371243,5.187334,3.492848,2.500953,2.246219,2.431815,2.131261,2.162076,2.186145,2.450823,2.894408,2.06971,2.19468,2.027965,1.924326,1.873921,1.618054,2.055312,2.40273,2.691676,2.454014,2.265054,1.968215,1.949701,1.956825,2.013498,TRAKHNP128F92E5B58,b'Einfach',Pop_Rock
